@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {snake,Cheetah,frog,Fox,seal,panther,tiger}

@DATA
0.069429,0.007170,2.913381,0.134106,0.151371,0.676799,0.005665,0.107189,-25.946821,1.900888,0.425821,-0.003444,-0.148444,0.061184,-0.252598,0.015529,-0.139830,-0.053555,-0.200996,-0.090997,-0.092458,0.027856,0.003618,0.034209,0.019505,0.012942,0.009908,0.027862,0.002394,0.007353,0.025288,0.025537,0.004535,0.018675,0.024120,0.007236,0.367945,0.025576,0.022261,0.354539,0.003495,0.059795,1.116369,0.599924,0.403794,0.283892,0.209807,0.206264,0.222536,0.180064,0.179642,0.178045,0.190271,0.178820,0.154564,0.026378,0.003077,0.025759,0.017818,0.008832,0.009334,0.021614,0.002882,0.006540,0.018701,0.019536,0.003979,0.007810,seal
0.043514,0.012470,2.801195,0.088493,0.116409,0.377929,0.005886,0.074143,-25.238646,1.678283,-0.760249,-0.332762,0.096514,-0.165754,-0.115423,0.010509,0.028118,0.037669,-0.118113,-0.005034,0.140837,0.009581,0.007231,0.020154,0.015707,0.015070,0.011963,0.012083,0.003987,0.011501,0.012219,0.020532,0.019869,0.012288,0.007807,0.013372,0.380020,0.017734,0.032300,0.206245,0.002586,0.033123,1.539745,0.490927,0.349183,0.330918,0.330376,0.203210,0.315359,0.242043,0.195037,0.194241,0.160797,0.170943,0.155483,0.005830,0.006474,0.015082,0.011785,0.011131,0.010379,0.007397,0.003768,0.007968,0.007989,0.013469,0.016353,0.005442,seal
0.043514,0.012470,2.801195,0.088493,0.116409,0.377929,0.005886,0.074143,-25.238646,1.678283,-0.760249,-0.332762,0.096514,-0.165754,-0.115423,0.010509,0.028118,0.037669,-0.118113,-0.005034,0.140837,0.009581,0.007231,0.020154,0.015707,0.015070,0.011963,0.012083,0.003987,0.011501,0.012219,0.020532,0.019869,0.012288,0.007807,0.013372,0.380020,0.017734,0.032300,0.206245,0.002586,0.033123,1.539745,0.490927,0.349183,0.330918,0.330376,0.203210,0.315359,0.242043,0.195037,0.194241,0.160797,0.170943,0.155483,0.005830,0.006474,0.015082,0.011785,0.011131,0.010379,0.007397,0.003768,0.007968,0.007989,0.013469,0.016353,0.005442,seal
0.039020,0.033483,3.132103,0.091379,0.137899,0.123491,0.007219,0.046506,-23.692094,1.345508,-1.454958,-0.913266,-1.319493,0.008474,-0.048512,-0.108299,0.193137,0.141324,0.240989,-0.103695,0.058482,0.017469,0.026187,0.010459,0.007736,0.008094,0.010703,0.006021,0.011625,0.010449,0.014900,0.016522,0.020695,0.012363,0.013889,0.021058,0.193432,0.021564,0.038540,0.087004,0.002720,0.014094,1.057982,0.882378,0.349073,0.345423,0.304239,0.254878,0.164264,0.165906,0.162740,0.175588,0.082504,0.162604,0.163915,0.015988,0.026520,0.008840,0.005967,0.003919,0.004356,0.004420,0.012305,0.005288,0.011178,0.011505,0.013303,0.004945,panther
0.029821,0.212732,3.182468,0.074951,0.134063,0.051504,0.009354,0.040200,-20.856555,2.486858,-0.687042,0.317255,-0.535012,-0.266158,-0.000902,-0.089559,-0.152447,-0.167644,-0.108445,-0.025047,-0.067586,0.025864,0.010796,0.029376,0.024381,0.016147,0.023803,0.024599,0.003143,0.012979,0.012063,0.013399,0.006097,0.018042,0.012444,0.057342,0.085074,0.019520,0.039529,0.034340,0.004363,0.016641,0.704341,0.997225,0.622490,0.453282,0.360877,0.240613,0.199519,0.258912,0.224252,0.161280,0.167255,0.121608,0.208232,0.023339,0.011996,0.024874,0.017827,0.014302,0.029025,0.020945,0.003165,0.011788,0.011665,0.013672,0.009642,0.007661,panther
0.029704,0.107148,3.064244,0.082657,0.133591,0.127511,0.008782,0.036842,-21.763349,2.746283,-0.364731,-0.274259,-0.416791,-0.364140,0.022745,0.053347,-0.004456,-0.109464,-0.070912,-0.072306,-0.083276,0.026995,0.012695,0.032227,0.018568,0.017138,0.017810,0.021224,0.002838,0.015484,0.017840,0.014427,0.010894,0.016044,0.013259,0.044983,0.244570,0.027129,0.048114,0.079898,0.004585,0.017148,0.830961,0.850466,0.646679,0.345870,0.268267,0.162055,0.212233,0.250817,0.288343,0.260266,0.195426,0.131942,0.160893,0.022759,0.013750,0.023581,0.012091,0.013650,0.018640,0.016493,0.003234,0.012435,0.010745,0.010043,0.011842,0.006405,panther
0.026873,0.197035,3.129562,0.073842,0.125088,0.071074,0.009827,0.038418,-21.124321,2.584455,-0.597827,0.333258,-0.321382,-0.205310,-0.027923,-0.007651,-0.105925,-0.170306,-0.093301,-0.024948,-0.071351,0.023912,0.007282,0.037388,0.019726,0.024730,0.018552,0.022562,0.002975,0.013066,0.015719,0.017626,0.006618,0.018372,0.014911,0.084918,0.188990,0.024111,0.043930,0.050180,0.005014,0.018739,1.677398,1.061590,0.733785,0.301003,0.331076,0.234293,0.207597,0.282298,0.250646,0.214940,0.190687,0.148281,0.164761,0.022830,0.007625,0.028339,0.015750,0.026487,0.021205,0.016931,0.003360,0.011364,0.011706,0.015042,0.009255,0.008508,panther
0.074180,0.041215,3.097733,0.102356,0.116546,0.576805,0.004179,0.106876,-23.570004,0.030821,-1.089384,-0.200459,-0.248748,0.279892,-0.213735,-0.106701,-0.064857,-0.220694,-0.118413,-0.208755,0.026229,0.008538,0.006131,0.011356,0.008129,0.008953,0.006133,0.010848,0.005181,0.013804,0.009941,0.014114,0.007597,0.008535,0.015236,0.051508,0.214657,0.015306,0.030969,0.188796,0.001606,0.019534,2.039735,0.595401,0.557642,0.306115,0.314186,0.262132,0.333463,0.281340,0.219834,0.175336,0.236936,0.196793,0.201573,0.005964,0.004701,0.010306,0.006300,0.008943,0.006641,0.007855,0.005429,0.014668,0.007704,0.011244,0.005805,0.004104,panther
0.051887,0.010556,2.895917,0.101960,0.136418,0.334312,0.004892,0.071238,-25.459904,0.975619,-0.410769,0.770440,0.381188,0.306434,-0.053928,0.020195,0.157756,0.262794,0.015583,0.142459,-0.096831,0.009422,0.007373,0.027979,0.006707,0.022193,0.005993,0.048622,0.004560,0.005679,0.013188,0.047567,0.004574,0.021266,0.021753,0.012283,0.209912,0.019207,0.029913,0.237857,0.002607,0.031593,2.557743,0.613205,0.692883,0.626888,0.570219,0.352534,0.215571,0.179762,0.295247,0.325579,0.278214,0.213941,0.226876,0.007759,0.009986,0.018406,0.007818,0.022788,0.008603,0.046922,0.005330,0.005920,0.010491,0.040037,0.004510,0.013875,panther
0.026873,0.197035,3.129562,0.073842,0.125088,0.071074,0.009827,0.038418,-21.124321,2.584455,-0.597827,0.333258,-0.321382,-0.205310,-0.027923,-0.007651,-0.105925,-0.170306,-0.093301,-0.024948,-0.071351,0.023912,0.007282,0.037388,0.019726,0.024730,0.018552,0.022562,0.002975,0.013066,0.015719,0.017626,0.006618,0.018372,0.014911,0.084918,0.188990,0.024111,0.043930,0.050180,0.005014,0.018739,1.677398,1.061590,0.733785,0.301003,0.331076,0.234293,0.207597,0.282298,0.250646,0.214940,0.190687,0.148281,0.164761,0.022830,0.007625,0.028339,0.015750,0.026487,0.021205,0.016931,0.003360,0.011364,0.011706,0.015042,0.009255,0.008508,panther
0.028116,0.050316,2.814978,0.084784,0.138994,0.192220,0.005356,0.039050,-24.570443,1.680694,0.095011,1.133016,0.377574,0.289956,0.076662,0.138874,0.173381,0.270282,0.094988,0.167430,-0.076157,0.004337,0.002938,0.061718,0.004381,0.066203,0.002417,0.036406,0.002355,0.003905,0.011133,0.039898,0.002846,0.028437,0.012431,0.044677,0.200980,0.024807,0.034860,0.149250,0.002338,0.017977,2.311731,0.507793,0.522664,0.412799,0.263071,0.205431,0.288852,0.173784,0.222000,0.169592,0.144903,0.250107,0.135607,0.003085,0.003962,0.041800,0.002956,0.028002,0.002304,0.021428,0.002606,0.004560,0.006632,0.025300,0.002270,0.009243,tiger
0.056314,0.023412,3.096903,0.089784,0.109640,0.556743,0.004199,0.112734,-23.247829,1.068639,-0.074538,0.124371,-0.030802,0.009201,-0.073841,-0.272454,-0.008174,0.088899,-0.105156,-0.158958,-0.032044,0.018748,0.004441,0.018097,0.010349,0.011721,0.010573,0.040635,0.004310,0.009018,0.015192,0.021992,0.009474,0.015939,0.016478,0.015052,0.213199,0.015654,0.027636,0.229803,0.001283,0.031673,2.083716,0.473920,0.320196,0.259244,0.298429,0.272780,0.271597,0.223731,0.225292,0.226953,0.193645,0.177233,0.184151,0.015032,0.004978,0.013321,0.007873,0.007610,0.009210,0.055072,0.003119,0.006629,0.008841,0.013962,0.006906,0.014250,tiger
0.035339,0.048705,3.117376,0.068148,0.121072,0.062269,0.007979,0.042009,-24.095761,3.164657,-1.034172,0.130554,-0.113788,-0.526937,-0.158228,0.078379,-0.172610,0.137570,-0.109398,-0.161141,-0.308989,0.023041,0.005837,0.027620,0.023484,0.012834,0.009631,0.017505,0.002281,0.014048,0.038159,0.021887,0.012284,0.018548,0.020470,0.039212,0.237853,0.022719,0.044471,0.097020,0.003082,0.009901,3.211059,0.518415,0.469013,0.253667,0.218540,0.241950,0.177690,0.215877,0.229497,0.216026,0.221035,0.176733,0.193114,0.018693,0.005013,0.021182,0.016468,0.012388,0.008738,0.015914,0.002268,0.009695,0.032983,0.015861,0.013545,0.006004,tiger
0.027159,0.023868,2.955467,0.075312,0.132639,0.076533,0.008823,0.041675,-25.345438,2.388047,-0.487969,0.571601,0.071944,0.112209,-0.022936,0.067394,0.014552,0.115070,0.144462,0.088337,0.113314,0.012523,0.003463,0.024441,0.008787,0.031599,0.013513,0.039837,0.003460,0.009919,0.026360,0.026982,0.009576,0.019715,0.007911,0.026094,0.307737,0.018792,0.037283,0.053915,0.004217,0.014608,2.368678,0.456866,0.563109,0.274264,0.259238,0.226782,0.279568,0.197410,0.258458,0.220250,0.241103,0.229312,0.201248,0.009845,0.003657,0.017575,0.006970,0.029032,0.011170,0.028550,0.003483,0.010396,0.021426,0.018314,0.009353,0.007100,tiger
